# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,
# Mon Aug 26 11:19:54 2024,,,,,,,,,,,,
id,name,host,numStars,numPlanets,discoveryMethod,discYear,discFacility,controv_flag,mass,temperatureStar,metalRatio,releasedate
27189,Kepler-565 b,Kepler-565,1,1,Transit,2016,Kepler,0,-1,-1,*,2019-04-18
27190,Kepler-565 b,Kepler-565,1,1,Transit,2016,Kepler,0,-1,5905.00,*,2013-10-28
27191,Kepler-565 b,Kepler-565,1,1,Transit,2016,Kepler,0,-1,5873.00,[Fe/H],2017-05-08
27192,Kepler-565 b,Kepler-565,1,1,Transit,2016,Kepler,0,-1,5735.00,[Fe/H],2016-05-10
27193,Kepler-565 b,Kepler-565,1,1,Transit,2016,Kepler,0,-1,5876.00,[Fe/H],2014-11-18
27194,Kepler-565 b,Kepler-565,1,1,Transit,2016,Kepler,0,-1,5876.00,[Fe/H],2014-11-21
27195,Kepler-566 b,Kepler-566,1,1,Transit,2016,Kepler,0,-1,5140.00,[Fe/H],2015-08-25
27196,Kepler-566 b,Kepler-566,1,1,Transit,2016,Kepler,0,-1,5140.00,[Fe/H],2014-11-18
27197,Kepler-566 b,Kepler-566,1,1,Transit,2016,Kepler,0,-1,4766.00,*,2018-09-06
27198,Kepler-566 b,Kepler-566,1,1,Transit,2016,Kepler,0,-1,5141.00,*,2013-10-28
27199,Kepler-566 b,Kepler-566,1,1,Transit,2016,Kepler,0,-1,5132.00,[Fe/H],2016-05-10
27200,Kepler-566 b,Kepler-566,1,1,Transit,2016,Kepler,0,-1,5140.00,[Fe/H],2014-11-21
27201,Kepler-566 b,Kepler-566,1,1,Transit,2016,Kepler,0,-1,4889.31,[M/H],2016-07-28
27202,Kepler-566 b,Kepler-566,1,1,Transit,2016,Kepler,0,-1,4768.00,[Fe/H],2017-05-08
27203,Kepler-566 b,Kepler-566,1,1,Transit,2016,Kepler,0,-1,4889.31,[M/H],2018-09-25
27204,Kepler-566 b,Kepler-566,1,1,Transit,2016,Kepler,0,-1,4889.31,[M/H],2019-04-18
27205,Kepler-567 b,Kepler-567,1,1,Transit,2016,Kepler,0,-1,5091.00,*,2013-10-28
27206,Kepler-567 b,Kepler-567,1,1,Transit,2016,Kepler,0,-1,4960.00,*,2018-09-25
27207,Kepler-567 b,Kepler-567,1,1,Transit,2016,Kepler,0,-1,5215.00,[Fe/H],2014-11-21
27208,Kepler-567 b,Kepler-567,1,1,Transit,2016,Kepler,0,-1,5215.00,[Fe/H],2017-05-08
27209,Kepler-567 b,Kepler-567,1,1,Transit,2016,Kepler,0,-1,5148.00,[Fe/H],2016-05-10
27210,Kepler-567 b,Kepler-567,1,1,Transit,2016,Kepler,0,-1,5214.00,*,2018-09-06
27211,Kepler-567 b,Kepler-567,1,1,Transit,2016,Kepler,0,-1,5215.00,[Fe/H],2014-11-18
27212,Kepler-567 b,Kepler-567,1,1,Transit,2016,Kepler,0,-1,4960.00,*,2016-07-28
27213,Kepler-567 b,Kepler-567,1,1,Transit,2016,Kepler,0,-1,4960.00,*,2019-04-18
27214,Kepler-567 b,Kepler-567,1,1,Transit,2016,Kepler,0,-1,5215.00,[Fe/H],2015-08-25
27215,Kepler-568 b,Kepler-568,1,1,Transit,2016,Kepler,0,-1,3640.00,*,2018-09-25
27216,Kepler-568 b,Kepler-568,1,1,Transit,2016,Kepler,0,-1,3744.00,*,2018-09-06
27217,Kepler-568 b,Kepler-568,1,1,Transit,2016,Kepler,0,-1,3877.00,*,2013-10-28
27218,Kepler-568 b,Kepler-568,1,1,Transit,2016,Kepler,0,-1,3744.00,[Fe/H],2017-05-08
27219,Kepler-568 b,Kepler-568,1,1,Transit,2016,Kepler,0,-1,3744.00,[Fe/H],2014-11-18
27220,Kepler-568 b,Kepler-568,1,1,Transit,2016,Kepler,0,-1,3768.00,[Fe/H],2016-05-10
27221,Kepler-568 b,Kepler-568,1,1,Transit,2016,Kepler,0,-1,3744.00,[Fe/H],2014-11-21
27222,Kepler-568 b,Kepler-568,1,1,Transit,2016,Kepler,0,-1,3744.00,[Fe/H],2015-08-25
27223,Kepler-568 b,Kepler-568,1,1,Transit,2016,Kepler,0,-1,3640.00,*,2019-04-18
27224,Kepler-568 b,Kepler-568,1,1,Transit,2016,Kepler,0,-1,3640.00,*,2016-07-28
27225,Kepler-569 b,Kepler-569,1,1,Transit,2016,Kepler,0,-1,5515.00,[Fe/H],2017-05-08
27226,Kepler-569 b,Kepler-569,1,1,Transit,2016,Kepler,0,-1,5690.00,*,2018-09-25
27227,Kepler-569 b,Kepler-569,1,1,Transit,2016,Kepler,0,-1,5851.00,[Fe/H],2014-11-21
27228,Kepler-569 b,Kepler-569,1,1,Transit,2016,Kepler,0,-1,5690.00,*,2019-04-18
27229,Kepler-569 b,Kepler-569,1,1,Transit,2016,Kepler,0,-1,5690.00,*,2016-07-28
27230,Kepler-569 b,Kepler-569,1,1,Transit,2016,Kepler,0,-1,5851.00,[Fe/H],2014-11-18
27231,Kepler-569 b,Kepler-569,1,1,Transit,2016,Kepler,0,-1,5616.00,[Fe/H],2016-05-10
27232,Kepler-569 b,Kepler-569,1,1,Transit,2016,Kepler,0,-1,5823.00,*,2013-10-28
27233,Kepler-569 b,Kepler-569,1,1,Transit,2016,Kepler,0,-1,5851.00,[Fe/H],2015-08-25
27234,Kepler-569 b,Kepler-569,1,1,Transit,2016,Kepler,0,-1,5560.00,*,2018-09-06
27235,Kepler-57 b,Kepler-57,1,2,Transit,2012,Kepler,0,-1,5390.00,[Fe/H],2016-05-10
27236,Kepler-57 b,Kepler-57,1,2,Transit,2012,Kepler,0,-1,5324.00,[Fe/H],2014-11-21
27237,Kepler-57 b,Kepler-57,1,2,Transit,2012,Kepler,0,-1,5203.00,*,2018-09-06
27238,Kepler-57 b,Kepler-57,1,2,Transit,2012,Kepler,0,-1,5145.00,*,2021-09-22
27239,Kepler-57 b,Kepler-57,1,2,Transit,2012,Kepler,0,-1,5324.00,[Fe/H],2015-08-25
27240,Kepler-57 b,Kepler-57,1,2,Transit,2012,Kepler,0,-1,5170.32,[M/H],2016-07-28
27241,Kepler-57 b,Kepler-57,1,2,Transit,2012,Kepler,0,516.000,5187.90,*,2024-06-10
27242,Kepler-57 b,Kepler-57,1,2,Transit,2012,Kepler,0,-1,5170.32,[M/H],2018-09-25
27243,Kepler-57 b,Kepler-57,1,2,Transit,2012,Kepler,0,-1,5324.00,[Fe/H],2014-11-18
27244,Kepler-57 b,Kepler-57,1,2,Transit,2012,Kepler,0,-1,5320.00,[Fe/H],2017-05-08
27245,Kepler-57 b,Kepler-57,1,2,Transit,2012,Kepler,0,-1,5294.00,*,2013-10-28
27246,Kepler-57 b,Kepler-57,1,2,Transit,2012,Kepler,0,-1,5170.32,[M/H],2019-04-18
27247,Kepler-57 b,Kepler-57,1,2,Transit,2012,Kepler,0,2.410.000,-1,*,2014-05-28
27248,Kepler-57 c,Kepler-57,1,2,Transit,2012,Kepler,0,-1,5170.32,[M/H],2016-07-28
27249,Kepler-57 c,Kepler-57,1,2,Transit,2012,Kepler,0,-1,5324.00,[Fe/H],2014-11-18
27250,Kepler-57 c,Kepler-57,1,2,Transit,2012,Kepler,0,-1,5170.32,[M/H],2018-09-25
27251,Kepler-57 c,Kepler-57,1,2,Transit,2012,Kepler,0,-1,5320.00,[Fe/H],2017-05-08
27252,Kepler-57 c,Kepler-57,1,2,Transit,2012,Kepler,0,-1,5145.00,*,2021-09-22
27253,Kepler-57 c,Kepler-57,1,2,Transit,2012,Kepler,0,-1,5390.00,[Fe/H],2016-05-10
27254,Kepler-57 c,Kepler-57,1,2,Transit,2012,Kepler,0,-1,5324.00,[Fe/H],2015-08-25
27255,Kepler-57 c,Kepler-57,1,2,Transit,2012,Kepler,0,-1,5203.00,*,2018-09-06
27256,Kepler-57 c,Kepler-57,1,2,Transit,2012,Kepler,0,940.000,-1,*,2014-05-28
27257,Kepler-57 c,Kepler-57,1,2,Transit,2012,Kepler,0,152.000,5187.90,*,2024-06-10
27258,Kepler-57 c,Kepler-57,1,2,Transit,2012,Kepler,0,-1,5324.00,[Fe/H],2014-11-21
27259,Kepler-57 c,Kepler-57,1,2,Transit,2012,Kepler,0,-1,5294.00,*,2013-10-28
27260,Kepler-570 b,Kepler-570,1,1,Transit,2016,Kepler,0,-1,5496.00,[Fe/H],2016-05-10
27261,Kepler-570 b,Kepler-570,1,1,Transit,2016,Kepler,0,-1,5447.00,*,2013-10-28
27262,Kepler-570 b,Kepler-570,1,1,Transit,2016,Kepler,0,-1,5480.00,[Fe/H],2014-11-21
27263,Kepler-570 b,Kepler-570,1,1,Transit,2016,Kepler,0,-1,5480.00,[Fe/H],2017-05-08
27264,Kepler-570 b,Kepler-570,1,1,Transit,2016,Kepler,0,-1,5480.00,[Fe/H],2014-11-18
27265,Kepler-570 b,Kepler-570,1,1,Transit,2016,Kepler,0,-1,5363.89,[M/H],2016-07-28
27266,Kepler-570 b,Kepler-570,1,1,Transit,2016,Kepler,0,-1,5363.89,[M/H],2018-09-25
27267,Kepler-570 b,Kepler-570,1,1,Transit,2016,Kepler,0,-1,5363.89,[M/H],2019-04-18
27268,Kepler-570 b,Kepler-570,1,1,Transit,2016,Kepler,0,-1,5481.00,*,2018-09-06
27269,Kepler-570 b,Kepler-570,1,1,Transit,2016,Kepler,0,-1,5480.00,[Fe/H],2015-08-25
27270,Kepler-571 b,Kepler-571,1,1,Transit,2016,Kepler,0,-1,5527.00,[Fe/H],2016-05-10
27271,Kepler-571 b,Kepler-571,1,1,Transit,2016,Kepler,0,-1,5632.00,[Fe/H],2014-11-21
27272,Kepler-571 b,Kepler-571,1,1,Transit,2016,Kepler,0,-1,5604.00,*,2013-10-28
27273,Kepler-571 b,Kepler-571,1,1,Transit,2016,Kepler,0,-1,5462.00,*,2018-09-25
27274,Kepler-571 b,Kepler-571,1,1,Transit,2016,Kepler,0,-1,5462.00,*,2019-04-18
27275,Kepler-571 b,Kepler-571,1,1,Transit,2016,Kepler,0,-1,5632.00,[Fe/H],2014-11-18
27276,Kepler-571 b,Kepler-571,1,1,Transit,2016,Kepler,0,-1,5637.00,*,2018-09-06
27277,Kepler-571 b,Kepler-571,1,1,Transit,2016,Kepler,0,-1,5631.00,[Fe/H],2017-05-08
27278,Kepler-571 b,Kepler-571,1,1,Transit,2016,Kepler,0,-1,5632.00,[Fe/H],2015-08-25
27279,Kepler-571 b,Kepler-571,1,1,Transit,2016,Kepler,0,-1,5462.00,*,2016-07-28
27280,Kepler-572 b,Kepler-572,1,1,Transit,2016,Kepler,0,-1,5217.00,*,2018-09-06
27281,Kepler-572 b,Kepler-572,1,1,Transit,2016,Kepler,0,-1,5106.60,[M/H],2019-04-18
27282,Kepler-572 b,Kepler-572,1,1,Transit,2016,Kepler,0,-1,5208.00,[Fe/H],2015-08-25
27283,Kepler-572 b,Kepler-572,1,1,Transit,2016,Kepler,0,-1,5208.00,[Fe/H],2014-11-18
27284,Kepler-572 b,Kepler-572,1,1,Transit,2016,Kepler,0,-1,5211.00,[Fe/H],2017-05-08
27285,Kepler-572 b,Kepler-572,1,1,Transit,2016,Kepler,0,-1,5208.00,[Fe/H],2014-11-21
27286,Kepler-572 b,Kepler-572,1,1,Transit,2016,Kepler,0,-1,5254.00,*,2013-10-28
27287,Kepler-572 b,Kepler-572,1,1,Transit,2016,Kepler,0,-1,5212.00,[Fe/H],2016-05-10
27288,Kepler-572 b,Kepler-572,1,1,Transit,2016,Kepler,0,-1,5106.60,[M/H],2016-07-28
27289,Kepler-572 b,Kepler-572,1,1,Transit,2016,Kepler,0,-1,5106.60,[M/H],2018-09-25
27290,Kepler-573 b,Kepler-573,1,1,Transit,2016,Kepler,0,-1,5911.00,*,2013-10-28
27291,Kepler-573 b,Kepler-573,1,1,Transit,2016,Kepler,0,-1,5843.00,[Fe/H],2014-11-18
27292,Kepler-573 b,Kepler-573,1,1,Transit,2016,Kepler,0,-1,5843.00,[Fe/H],2015-08-25
27293,Kepler-573 b,Kepler-573,1,1,Transit,2016,Kepler,0,-1,5746.00,[Fe/H],2016-05-10
27294,Kepler-573 b,Kepler-573,1,1,Transit,2016,Kepler,0,-1,5623.39,[M/H],2018-09-25
27295,Kepler-573 b,Kepler-573,1,1,Transit,2016,Kepler,0,-1,5843.00,[Fe/H],2014-11-21
27296,Kepler-573 b,Kepler-573,1,1,Transit,2016,Kepler,0,-1,5565.00,[Fe/H],2017-05-08
27297,Kepler-573 b,Kepler-573,1,1,Transit,2016,Kepler,0,-1,5623.39,[M/H],2019-04-18
27298,Kepler-573 b,Kepler-573,1,1,Transit,2016,Kepler,0,-1,5624.00,*,2018-09-06
27299,Kepler-573 b,Kepler-573,1,1,Transit,2016,Kepler,0,-1,5623.39,[M/H],2016-07-28
27300,Kepler-574 b,Kepler-574,1,1,Transit,2016,Kepler,0,-1,5412.84,[M/H],2018-09-25
27301,Kepler-574 b,Kepler-574,1,1,Transit,2016,Kepler,0,-1,5655.00,*,2018-09-06
27302,Kepler-574 b,Kepler-574,1,1,Transit,2016,Kepler,0,-1,5612.00,[Fe/H],2016-05-10
27303,Kepler-574 b,Kepler-574,1,1,Transit,2016,Kepler,0,-1,5657.00,[Fe/H],2015-08-25
27304,Kepler-574 b,Kepler-574,1,1,Transit,2016,Kepler,0,-1,5657.00,[Fe/H],2014-11-18
27305,Kepler-574 b,Kepler-574,1,1,Transit,2016,Kepler,0,-1,5412.84,[M/H],2019-04-18
27306,Kepler-574 b,Kepler-574,1,1,Transit,2016,Kepler,0,-1,5412.84,[M/H],2016-07-28
27307,Kepler-574 b,Kepler-574,1,1,Transit,2016,Kepler,0,-1,5666.00,*,2013-10-28
27308,Kepler-574 b,Kepler-574,1,1,Transit,2016,Kepler,0,-1,5657.00,[Fe/H],2014-11-21
27309,Kepler-574 b,Kepler-574,1,1,Transit,2016,Kepler,0,-1,5657.00,[Fe/H],2017-05-08
27310,Kepler-575 b,Kepler-575,1,1,Transit,2016,Kepler,0,-1,5685.00,*,2018-09-06
27311,Kepler-575 b,Kepler-575,1,1,Transit,2016,Kepler,0,-1,5684.00,[Fe/H],2017-05-08
27312,Kepler-575 b,Kepler-575,1,1,Transit,2016,Kepler,0,-1,5545.00,*,2019-04-18
27313,Kepler-575 b,Kepler-575,1,1,Transit,2016,Kepler,0,-1,5545.00,*,2016-07-28
27314,Kepler-575 b,Kepler-575,1,1,Transit,2016,Kepler,0,-1,5769.00,*,2013-10-28
27315,Kepler-575 b,Kepler-575,1,1,Transit,2016,Kepler,0,-1,5710.00,[Fe/H],2016-05-10
27316,Kepler-575 b,Kepler-575,1,1,Transit,2016,Kepler,0,-1,5684.00,[Fe/H],2014-11-18
27317,Kepler-575 b,Kepler-575,1,1,Transit,2016,Kepler,0,-1,5545.00,*,2018-09-25
27318,Kepler-575 b,Kepler-575,1,1,Transit,2016,Kepler,0,-1,5684.00,[Fe/H],2015-08-25
27319,Kepler-575 b,Kepler-575,1,1,Transit,2016,Kepler,0,-1,5684.00,[Fe/H],2014-11-21
27320,Kepler-576 b,Kepler-576,1,1,Transit,2016,Kepler,0,-1,5589.00,[Fe/H],2015-08-25
27321,Kepler-576 b,Kepler-576,1,1,Transit,2016,Kepler,0,-1,5672.00,[Fe/H],2016-05-10
27322,Kepler-576 b,Kepler-576,1,1,Transit,2016,Kepler,0,-1,5262.00,*,2018-09-06
27323,Kepler-576 b,Kepler-576,1,1,Transit,2016,Kepler,0,-1,5302.00,*,2019-04-18
27324,Kepler-576 b,Kepler-576,1,1,Transit,2016,Kepler,0,-1,5589.00,[Fe/H],2014-11-21
27325,Kepler-576 b,Kepler-576,1,1,Transit,2016,Kepler,0,-1,5589.00,[Fe/H],2014-11-18
27326,Kepler-576 b,Kepler-576,1,1,Transit,2016,Kepler,0,-1,5302.00,*,2018-09-25
27327,Kepler-576 b,Kepler-576,1,1,Transit,2016,Kepler,0,-1,5447.00,*,2013-10-28
27328,Kepler-576 b,Kepler-576,1,1,Transit,2016,Kepler,0,-1,5302.00,*,2016-07-28
27329,Kepler-576 b,Kepler-576,1,1,Transit,2016,Kepler,0,-1,5275.00,[Fe/H],2017-05-08
27330,Kepler-577 b,Kepler-577,1,1,Transit,2016,Kepler,0,-1,3789.00,[Fe/H],2014-11-18
27331,Kepler-577 b,Kepler-577,1,1,Transit,2016,Kepler,0,-1,4987.00,*,2016-07-28
27332,Kepler-577 b,Kepler-577,1,1,Transit,2016,Kepler,0,-1,4987.00,*,2018-09-25
27333,Kepler-577 b,Kepler-577,1,1,Transit,2016,Kepler,0,-1,4987.00,*,2019-04-18
27334,Kepler-577 b,Kepler-577,1,1,Transit,2016,Kepler,0,-1,3789.00,[Fe/H],2015-08-25
27335,Kepler-577 b,Kepler-577,1,1,Transit,2016,Kepler,0,-1,3789.00,*,2018-09-06
27336,Kepler-577 b,Kepler-577,1,1,Transit,2016,Kepler,0,-1,3789.00,[Fe/H],2014-11-21
27337,Kepler-577 b,Kepler-577,1,1,Transit,2016,Kepler,0,-1,5057.00,*,2013-10-28
27338,Kepler-577 b,Kepler-577,1,1,Transit,2016,Kepler,0,-1,4984.00,[Fe/H],2016-05-10
27339,Kepler-577 b,Kepler-577,1,1,Transit,2016,Kepler,0,-1,3787.00,[Fe/H],2017-05-08
27340,Kepler-578 b,Kepler-578,1,1,Transit,2016,Kepler,0,-1,5417.00,[Fe/H],2015-08-25
27341,Kepler-578 b,Kepler-578,1,1,Transit,2016,Kepler,0,-1,4833.00,*,2018-09-06
27342,Kepler-578 b,Kepler-578,1,1,Transit,2016,Kepler,0,-1,5337.00,*,2013-10-28
27343,Kepler-578 b,Kepler-578,1,1,Transit,2016,Kepler,0,-1,5267.00,*,2016-07-28
27344,Kepler-578 b,Kepler-578,1,1,Transit,2016,Kepler,0,-1,5267.00,*,2019-04-18
27345,Kepler-578 b,Kepler-578,1,1,Transit,2016,Kepler,0,-1,5417.00,[Fe/H],2014-11-18
27346,Kepler-578 b,Kepler-578,1,1,Transit,2016,Kepler,0,-1,5417.00,[Fe/H],2014-11-21
27347,Kepler-578 b,Kepler-578,1,1,Transit,2016,Kepler,0,-1,5267.00,*,2018-09-25
27348,Kepler-578 b,Kepler-578,1,1,Transit,2016,Kepler,0,-1,5334.00,[Fe/H],2016-05-10
27349,Kepler-578 b,Kepler-578,1,1,Transit,2016,Kepler,0,-1,4868.00,[Fe/H],2017-05-08
27350,Kepler-579 b,Kepler-579,1,1,Transit,2016,Kepler,0,-1,5516.00,*,2018-09-25
27351,Kepler-579 b,Kepler-579,1,1,Transit,2016,Kepler,0,-1,5516.00,*,2019-04-18
27352,Kepler-579 b,Kepler-579,1,1,Transit,2016,Kepler,0,-1,5636.00,[Fe/H],2016-05-10
27353,Kepler-579 b,Kepler-579,1,1,Transit,2016,Kepler,0,-1,5288.00,[Fe/H],2014-11-21
27354,Kepler-579 b,Kepler-579,1,1,Transit,2016,Kepler,0,-1,5288.00,[Fe/H],2015-08-25
27355,Kepler-579 b,Kepler-579,1,1,Transit,2016,Kepler,0,-1,5287.00,*,2018-09-06
27356,Kepler-579 b,Kepler-579,1,1,Transit,2016,Kepler,0,-1,5288.00,[Fe/H],2017-05-08
27357,Kepler-579 b,Kepler-579,1,1,Transit,2016,Kepler,0,-1,5516.00,*,2016-07-28
27358,Kepler-579 b,Kepler-579,1,1,Transit,2016,Kepler,0,-1,5288.00,[Fe/H],2014-11-18
27359,Kepler-579 b,Kepler-579,1,1,Transit,2016,Kepler,0,-1,5214.00,*,2013-10-28
27360,Kepler-58 b,Kepler-58,1,4,Transit,2012,Kepler,0,-1,5747.00,*,2024-06-10
27361,Kepler-58 b,Kepler-58,1,4,Transit,2012,Kepler,0,-1,5776.00,*,2018-09-06
27362,Kepler-58 b,Kepler-58,1,4,Transit,2012,Kepler,0,-1,6100.00,[Fe/H],2014-11-18
27363,Kepler-58 b,Kepler-58,1,4,Transit,2012,Kepler,0,-1,5707.00,*,2016-07-28
27364,Kepler-58 b,Kepler-58,1,4,Transit,2012,Kepler,0,-1,6082.00,*,2013-10-28
27365,Kepler-58 b,Kepler-58,1,4,Transit,2012,Kepler,0,2.090.000,-1,*,2014-05-28
27366,Kepler-58 b,Kepler-58,1,4,Transit,2012,Kepler,0,-1,5707.00,*,2019-04-18
27367,Kepler-58 b,Kepler-58,1,4,Transit,2012,Kepler,0,-1,6100.00,[Fe/H],2015-08-25
27368,Kepler-58 b,Kepler-58,1,4,Transit,2012,Kepler,0,-1,5707.00,*,2018-09-25
27369,Kepler-58 b,Kepler-58,1,4,Transit,2012,Kepler,0,-1,5843.00,*,2021-09-22
27370,Kepler-58 b,Kepler-58,1,4,Transit,2012,Kepler,0,-1,6100.00,[Fe/H],2014-11-21
27371,Kepler-58 b,Kepler-58,1,4,Transit,2012,Kepler,0,-1,6429.00,[Fe/H],2016-05-10
27372,Kepler-58 b,Kepler-58,1,4,Transit,2012,Kepler,0,-1,6100.00,[Fe/H],2017-05-08
27373,Kepler-58 c,Kepler-58,1,4,Transit,2012,Kepler,0,-1,5776.00,*,2018-09-06
27374,Kepler-58 c,Kepler-58,1,4,Transit,2012,Kepler,0,-1,6100.00,[Fe/H],2015-08-25
27375,Kepler-58 c,Kepler-58,1,4,Transit,2012,Kepler,0,-1,5843.00,*,2021-09-22
27376,Kepler-58 c,Kepler-58,1,4,Transit,2012,Kepler,0,-1,6100.00,[Fe/H],2014-11-21
27377,Kepler-58 c,Kepler-58,1,4,Transit,2012,Kepler,0,-1,-1,*,2014-05-28
27378,Kepler-58 c,Kepler-58,1,4,Transit,2012,Kepler,0,-1,5707.00,*,2016-07-28
27379,Kepler-58 c,Kepler-58,1,4,Transit,2012,Kepler,0,-1,6100.00,[Fe/H],2014-11-18
27380,Kepler-58 c,Kepler-58,1,4,Transit,2012,Kepler,0,-1,6100.00,[Fe/H],2017-05-08
27381,Kepler-58 c,Kepler-58,1,4,Transit,2012,Kepler,0,-1,5747.00,*,2024-06-10
27382,Kepler-58 c,Kepler-58,1,4,Transit,2012,Kepler,0,-1,6082.00,*,2013-10-28
27383,Kepler-58 c,Kepler-58,1,4,Transit,2012,Kepler,0,-1,5707.00,*,2019-04-18
27384,Kepler-58 c,Kepler-58,1,4,Transit,2012,Kepler,0,-1,5707.00,*,2018-09-25
27385,Kepler-58 c,Kepler-58,1,4,Transit,2012,Kepler,0,-1,6429.00,[Fe/H],2016-05-10
27386,Kepler-58 d,Kepler-58,1,4,Transit,2014,Kepler,0,-1,5707.00,*,2016-07-28
27387,Kepler-58 d,Kepler-58,1,4,Transit,2014,Kepler,0,-1,6429.00,[Fe/H],2016-05-10
27388,Kepler-58 d,Kepler-58,1,4,Transit,2014,Kepler,0,-1,6100.00,[Fe/H],2017-05-08
27389,Kepler-58 d,Kepler-58,1,4,Transit,2014,Kepler,0,-1,6100.00,[Fe/H],2015-08-25
27390,Kepler-58 d,Kepler-58,1,4,Transit,2014,Kepler,0,-1,6100.00,[Fe/H],2014-11-18
27391,Kepler-58 d,Kepler-58,1,4,Transit,2014,Kepler,0,-1,6099.00,*,2014-05-14
27392,Kepler-58 d,Kepler-58,1,4,Transit,2014,Kepler,0,-1,5776.00,*,2018-09-06
27393,Kepler-58 d,Kepler-58,1,4,Transit,2014,Kepler,0,-1,5707.00,*,2019-04-18
27394,Kepler-58 d,Kepler-58,1,4,Transit,2014,Kepler,0,-1,6100.00,[Fe/H],2014-11-21
27395,Kepler-58 d,Kepler-58,1,4,Transit,2014,Kepler,0,-1,5707.00,*,2018-09-25
27396,Kepler-58 d,Kepler-58,1,4,Transit,2014,Kepler,0,-1,6082.00,*,2013-10-28
27397,Kepler-58 e,Kepler-58,1,4,Transit,2023,Kepler,0,-1,6100.00,[Fe/H],2014-11-18
27398,Kepler-58 e,Kepler-58,1,4,Transit,2023,Kepler,0,-1,6100.00,[Fe/H],2014-11-21
27399,Kepler-58 e,Kepler-58,1,4,Transit,2023,Kepler,0,-1,6100.00,[Fe/H],2015-08-25
27400,Kepler-58 e,Kepler-58,1,4,Transit,2023,Kepler,0,-1,6082.00,*,2013-10-28
27401,Kepler-58 e,Kepler-58,1,4,Transit,2023,Kepler,0,-1,6100.00,[Fe/H],2023-05-16
27402,Kepler-58 e,Kepler-58,1,4,Transit,2023,Kepler,0,-1,6100.00,[Fe/H],2017-05-08
27403,Kepler-58 e,Kepler-58,1,4,Transit,2023,Kepler,0,-1,5707.00,*,2018-09-25
27404,Kepler-580 b,Kepler-580,1,1,Transit,2016,Kepler,0,-1,4263.00,*,2019-04-18
27405,Kepler-580 b,Kepler-580,1,1,Transit,2016,Kepler,0,-1,4213.00,*,2018-09-06
27406,Kepler-580 b,Kepler-580,1,1,Transit,2016,Kepler,0,-1,4003.00,[Fe/H],2015-08-25
27407,Kepler-580 b,Kepler-580,1,1,Transit,2016,Kepler,0,-1,4003.00,[Fe/H],2014-11-21
27408,Kepler-580 b,Kepler-580,1,1,Transit,2016,Kepler,0,-1,4213.00,[Fe/H],2017-05-08
27409,Kepler-580 b,Kepler-580,1,1,Transit,2016,Kepler,0,-1,4298.00,[Fe/H],2016-05-10
27410,Kepler-580 b,Kepler-580,1,1,Transit,2016,Kepler,0,-1,4263.00,*,2018-09-25
27411,Kepler-580 b,Kepler-580,1,1,Transit,2016,Kepler,0,-1,4270.00,*,2013-10-28
27412,Kepler-580 b,Kepler-580,1,1,Transit,2016,Kepler,0,-1,4263.00,*,2016-07-28
27413,Kepler-580 b,Kepler-580,1,1,Transit,2016,Kepler,0,-1,4003.00,[Fe/H],2014-11-18
27414,Kepler-581 b,Kepler-581,1,1,Transit,2016,Kepler,0,-1,5538.00,[Fe/H],2017-05-08
27415,Kepler-581 b,Kepler-581,1,1,Transit,2016,Kepler,0,-1,5601.00,[Fe/H],2014-11-18
27416,Kepler-581 b,Kepler-581,1,1,Transit,2016,Kepler,0,-1,5772.00,[Fe/H],2016-05-10
27417,Kepler-581 b,Kepler-581,1,1,Transit,2016,Kepler,0,-1,5601.00,[Fe/H],2015-08-25
27418,Kepler-581 b,Kepler-581,1,1,Transit,2016,Kepler,0,-1,5674.00,*,2018-09-25
27419,Kepler-581 b,Kepler-581,1,1,Transit,2016,Kepler,0,-1,5601.00,[Fe/H],2014-11-21
27420,Kepler-581 b,Kepler-581,1,1,Transit,2016,Kepler,0,-1,5674.00,*,2016-07-28
27421,Kepler-581 b,Kepler-581,1,1,Transit,2016,Kepler,0,-1,5674.00,*,2019-04-18
27422,Kepler-581 b,Kepler-581,1,1,Transit,2016,Kepler,0,-1,5538.00,*,2018-09-06
27423,Kepler-581 b,Kepler-581,1,1,Transit,2016,Kepler,0,-1,5577.00,*,2013-10-28
27424,Kepler-582 b,Kepler-582,1,1,Transit,2016,Kepler,0,-1,5289.00,[Fe/H],2014-11-21
27425,Kepler-582 b,Kepler-582,1,1,Transit,2016,Kepler,0,-1,5289.00,[Fe/H],2015-08-25
27426,Kepler-582 b,Kepler-582,1,1,Transit,2016,Kepler,0,-1,5289.00,[Fe/H],2017-05-08
27427,Kepler-582 b,Kepler-582,1,1,Transit,2016,Kepler,0,-1,5289.00,[Fe/H],2014-11-18
27428,Kepler-582 b,Kepler-582,1,1,Transit,2016,Kepler,0,-1,5100.00,*,2019-04-18
27429,Kepler-582 b,Kepler-582,1,1,Transit,2016,Kepler,0,-1,5288.00,*,2018-09-06
27430,Kepler-582 b,Kepler-582,1,1,Transit,2016,Kepler,0,-1,5100.00,*,2016-07-28
27431,Kepler-582 b,Kepler-582,1,1,Transit,2016,Kepler,0,-1,5100.00,*,2018-09-25
27432,Kepler-582 b,Kepler-582,1,1,Transit,2016,Kepler,0,-1,5285.00,*,2013-10-28
